sample_id,thread_id,role,order_in_thread,policy,decision,short_reason,tone_score,debate_value_score
84,14,comment,5,C,ALLOW,표현의 자유 범위 내의 단순 질문으로 차단 사유 없음.,1,1
85,14,comment,6,A,ALLOW,"The comment is a neutral warning about mentioning real names and potential legal consequences, with no insult or profanity.",2,2
85,14,comment,6,B,ALLOW,The comment provides a cautionary note relevant to forum behavior without personal attack or hate speech.,2,2
85,14,comment,6,C,ALLOW,"The comment is a mild caution without insults, threats, or hate speech, so it is allowed under minimal regulation.",2,2
86,14,comment,7,A,ALLOW,"The comment is a neutral, brief statement without insults or rudeness, so it is allowed as polite/neutral.",1,2
86,14,comment,7,B,ALLOW,"The comment is a neutral critique without profanity or personal attack, contributing minimally to debate.",1,2
86,14,comment,7,C,ALLOW,"The comment is a simple, non-hostile statement with no threats or hate speech, so it is allowed.",1,2
87,14,comment,8,A,ALLOW,Polite or neutral comment without insult or profanity.,2,1
87,14,comment,8,B,ALLOW,"No personal attack, hate speech, or threat present.",2,1
87,14,comment,8,C,ALLOW,"No insults, threats, or hate speech; expression is neutral.",2,1
88,14,comment,9,A,ALLOW,"No direct insult, profanity, or hate speech detected; comment is neutral or unclear.",1,1
88,14,comment,9,B,ALLOW,"No personal attack, hate speech, or threat present; comment is neutral and non-contributory.",1,1
88,14,comment,9,C,ALLOW,"Comment does not contain insults, threats, or hate speech; freedom of expression applies.",1,1
89,14,comment,10,A,ALLOW,"단순 질문으로 인신공격, 욕설, 혐오 표현이 없으며 예의 범위 내임.",1,1
89,14,comment,10,B,ALLOW,질문 형태로 공격성이나 혐오 표현이 없고 토론 가치가 낮음.,1,1
89,14,comment,10,C,ALLOW,표현의 자유 범위 내의 단순 질문으로 문제 없음.,1,1
90,14,comment,11,A,ALLOW,"The comment is a neutral, humorous expression without insult or hate speech.",1,1
90,14,comment,11,B,ALLOW,No personal attack or hate speech; the comment is light and non-contributory but allowed.,1,1
90,14,comment,11,C,ALLOW,"The comment is harmless and does not contain threats or hate speech, so it is allowed.",1,1
91,14,comment,12,A,ALLOW,The comment is a neutral factual statement without insults or rude language.,2,2
91,14,comment,12,B,ALLOW,"No personal attack, hate speech, or threats; the comment contributes a factual clarification.",2,2
91,14,comment,12,C,ALLOW,The comment is a simple factual statement without hostility or profanity.,1,2
92,15,post,0,A,BLOCK,성적인 은어와 노골적인 표현이 포함되어 있어 매너 최우선 정책에 따라 부적절한 언어로 간주됨.,5,1
92,15,post,0,B,BLOCK,명백한 성적 은어와 노골적 표현이 포함되어 있어 개인 공격은 아니지만 공공장소에 부적절하여 차단 대상임.,5,1
92,15,post,0,C,WARN_AND_ALLOW,거친 성적 표현이 있으나 명백한 위협이나 혐오 표현은 아니므로 경고 후 허용함.,5,1
93,15,comment,1,A,BLOCK,성별을 묻는 표현이 특정 개인의 정체성을 겨냥한 조롱이나 모욕으로 해석될 수 있어 직접적인 인신공격으로 간주됨.,3,1
93,15,comment,1,B,WARN_AND_ALLOW,"직접적인 욕설이나 명백한 혐오 표현은 아니지만, 개인을 겨냥한 불필요한 성별 질문으로 다소 공격적임.",3,1
93,15,comment,1,C,ALLOW,"명백한 위협이나 혐오 표현이 없고, 표현의 자유 범위 내에서 허용됨.",3,1
94,16,post,0,A,BLOCK,"Contains a derogatory and potentially hateful expression targeting a sexual minority group, violating hate speech rules.",4,1
94,16,post,0,B,BLOCK,"Includes hate speech toward a protected group (sexuality), which is explicitly blocked under this policy.",4,1
94,16,post,0,C,BLOCK,"Contains clear hate speech using a slur toward a protected group, which is blocked even under minimal regulation.",4,1
95,16,comment,1,A,ALLOW,The comment is a neutral statement about rank and champion choice without insults or derogatory language.,1,2
95,16,comment,1,B,ALLOW,"No personal attack, hate speech, or threats; the comment is a simple factual or self-descriptive statement.",1,2
95,16,comment,1,C,ALLOW,"The comment contains no insults, threats, or hate speech and is allowed under minimal regulation.",1,2
96,16,comment,2,A,ALLOW,The comment is a neutral question without insults or offensive language.,1,1
96,16,comment,2,B,ALLOW,No personal attack or hate speech; the comment is neutral and simple.,1,1
96,16,comment,2,C,ALLOW,"The comment contains no insults, threats, or hate speech and is allowed freely.",1,1
97,17,post,0,A,BLOCK,성적 묘사와 노골적인 표현이 개인의 인격과 사생활을 모욕하는 것으로 간주되어 차단 대상임.,5,1
97,17,post,0,B,BLOCK,명백한 성적 묘사와 개인 사생활에 대한 노골적 언급이 직접적인 불쾌감을 주는 표현으로 차단됨.,5,1
97,17,post,0,C,WARN_AND_ALLOW,노골적이고 불쾌한 성적 표현이 있으나 명백한 위협이나 혐오 표현은 아니므로 경고 후 허용함.,5,1
98,17,comment,1,A,ALLOW,"No direct insult, profanity, or hate speech detected; comment is neutral and non-threatening.",1,1
98,17,comment,1,B,ALLOW,Comment is polite and does not contain insults or hate speech; no impact on debate value.,1,1
98,17,comment,1,C,ALLOW,"No threats, hate speech, or targeted insults; comment is harmless and allowed under minimal regulation.",1,1
99,17,comment,2,A,ALLOW,'에휴'는 감탄사로 무례하거나 공격적이지 않아 허용됨.,2,1
99,17,comment,2,B,ALLOW,'에휴'는 비판이나 욕설이 아니며 토론에 큰 기여는 없지만 허용됨.,2,1
99,17,comment,2,C,ALLOW,표현의 자유 범위 내에서 무해한 감탄사로 차단 사유 없음.,2,1
100,18,post,0,A,ALLOW,"The comment is a sincere personal reflection without insults, hate speech, or threats, and uses respectful language.",2,2
100,18,post,0,B,ALLOW,The comment expresses personal experience and emotions respectfully without personal attacks or hate speech.,2,2
100,18,post,0,C,ALLOW,"The comment is a personal narrative with no insults, threats, or hate speech, thus fully allowed under minimal regulation.",2,2
101,18,comment,1,A,WARN_AND_ALLOW,"The comment uses somewhat dismissive and slang expressions like '알빠노 마인드' and 'ㅇㅇ', which are rude but not direct insults; it criticizes mindset without personal attack.",3,3
101,18,comment,1,B,WARN_AND_ALLOW,"The comment contains mild sarcasm and slang targeting an attitude or mindset, not a person, with some rude expressions but no direct personal attack.",3,3
101,18,comment,1,C,ALLOW,"The comment is a critical but informal and somewhat rude expression without threats or hate speech, so it is allowed under minimal regulation.",3,3
102,18,comment,2,A,ALLOW,"Polite and encouraging comment without insults or harsh language, fitting constructive and respectful tone.",1,2
102,18,comment,2,B,ALLOW,Respectful and supportive comment contributing positive perspective without profanity or personal attack.,1,2
102,18,comment,2,C,ALLOW,"No insults, threats, or hate speech; comment is polite and constructive.",1,2
103,18,comment,3,A,WARN_AND_ALLOW,"강한 표현이 있으나 개인에 대한 직접적인 모욕이나 욕설은 없고, 조언과 위로가 섞여 있어 아이디어에 대한 강한 비판으로 판단됨.",3,3
103,18,comment,3,B,ALLOW,"비판이 강하지만 개인에 대한 직접적인 욕설이나 혐오 표현이 없고, 토론에 기여하는 조언과 경험 공유로 판단됨.",3,4
103,18,comment,3,C,ALLOW,"강한 표현이 있으나 명백한 위협, 혐오, 도촬 등이 없으므로 표현의 자유 차원에서 허용됨.",3,4
104,18,comment,4,A,ALLOW,"The comment is a neutral, constructive suggestion without insults or derogatory language.",2,3
104,18,comment,4,B,ALLOW,The comment provides practical advice and contributes to discussion without personal attacks or profanity.,2,3
104,18,comment,4,C,ALLOW,"The comment is constructive and free of threats, insults, or hate speech, so it is allowed.",2,3
105,18,comment,5,A,BLOCK,간접적이나마 정신건강을 비하하는 표현으로 판단되어 모욕 및 정신건강 관련 수치심 조장에 해당함.,3,1
105,18,comment,5,B,WARN_AND_ALLOW,정신건강 관련 언급이지만 직접적인 욕설이나 명확한 인신공격은 아니므로 경고 후 허용 처리.,3,1
105,18,comment,5,C,ALLOW,"명확한 위협이나 혐오 표현이 없고, 표현의 자유 범위 내의 비판적 언급으로 판단됨.",3,1
106,18,comment,6,A,WARN_AND_ALLOW,Contains mild profanity 'ㅈㄴ' but not directed at a person; strong criticism of a situation without personal insult.,3,3
106,18,comment,6,B,WARN_AND_ALLOW,Profanity present but not targeted; comment critiques a situation with some harsh language but no personal attack.,3,3
106,18,comment,6,C,ALLOW,"Contains profanity but no explicit threat, hate speech, or targeted insult; allowed under freedom of expression.",3,3
107,18,comment,7,A,ALLOW,"The comment is a neutral suggestion without insult or derogatory language, so it is polite enough under Policy A.",2,3
107,18,comment,7,B,ALLOW,"The comment provides a statistical suggestion without personal attack or profanity, contributing to discussion.",2,3
107,18,comment,7,C,ALLOW,"The comment is a mild suggestion with no threats or hate speech, fully allowed under Policy C.",2,3
108,18,comment,8,A,ALLOW,"The comment is polite advice without insults or derogatory language, fitting the high protection and manner priority.",1,2
108,18,comment,8,B,ALLOW,"The comment is respectful and contributes a behavioral suggestion, no profanity or personal attack present.",1,2
108,18,comment,8,C,ALLOW,"The comment is polite and constructive, no reason to restrict under minimal regulation policy.",1,2
109,18,comment,9,A,ALLOW,Polite suggestion without any insult or harsh language.,1,2
109,18,comment,9,B,ALLOW,Neutral comment contributing a practical idea without rudeness.,1,2
109,18,comment,9,C,ALLOW,No offensive or threatening content; simple constructive suggestion.,1,2
110,18,comment,10,A,BLOCK,정신병 걸린다는 표현이 정신건강을 비하하는 셰이밍에 해당하여 차단 대상임.,3,2
110,18,comment,10,B,WARN_AND_ALLOW,정신병 걸린다는 표현이 비하적이지만 직접적인 욕설이나 혐오표현은 아니므로 경고 후 허용.,3,2
110,18,comment,10,C,ALLOW,정신건강 비하 표현이 있으나 명백한 위협이나 혐오표현이 아니므로 허용.,3,2
111,18,comment,11,A,BLOCK,'폐급'이라는 직접적 모욕 표현이 개인을 비하하는 욕설로 간주되어 차단 대상임.,4,3
111,18,comment,11,B,WARN_AND_ALLOW,"'폐급'이라는 욕설이 있으나 특정 개인에 대한 직접적 인신공격은 아니고, 강한 비판으로 판단되어 경고 후 허용.",4,3
111,18,comment,11,C,ALLOW,'폐급'이라는 욕설이 있으나 명백한 위협이나 혐오표현이 아니므로 표현의 자유 차원에서 허용.,4,3
112,18,comment,12,A,ALLOW,The comment is polite and encouraging without insults or derogatory language.,2,2
112,18,comment,12,B,ALLOW,The comment is a mild encouragement with no personal attack or profanity.,2,2
112,18,comment,12,C,ALLOW,"The comment is positive and contains no threats, insults, or hate speech.",2,2
113,18,comment,13,A,ALLOW,The comment is polite and offers constructive advice without insults or profanity.,1,3
113,18,comment,13,B,ALLOW,The comment respectfully shares an opinion and contributes to discussion without harsh language.,1,3
113,18,comment,13,C,ALLOW,"The comment is a mild, constructive opinion with no insults, threats, or hate speech.",1,3
114,18,comment,14,A,ALLOW,The comment uses laughter and a mild expression without direct insult or hate speech; it is a neutral/slightly joking remark without targeting character or ability.,2,1
114,18,comment,14,B,ALLOW,"The comment is a light, non-insulting expression that does not contain profanity or direct personal attack, thus allowed as a casual remark.",2,1
114,18,comment,14,C,ALLOW,"The comment is mild and non-threatening, with no hate speech or explicit insult, so it is allowed under minimal regulation.",2,1
115,18,comment,15,A,ALLOW,"The comment is polite, encouraging, and contains no insults or derogatory language.",1,2
115,18,comment,15,B,ALLOW,The comment is respectful and contributes a positive personal experience without any harassment or hate speech.,1,2
115,18,comment,15,C,ALLOW,"The comment is constructive and polite, with no threats or hateful content.",1,2
116,18,comment,16,A,ALLOW,"The comment is polite, constructive, and empathetic without any insults or derogatory language.",1,3
116,18,comment,16,B,ALLOW,The comment respectfully shares personal experience and encourages understanding without harsh language or attacks.,1,3
116,18,comment,16,C,ALLOW,"The comment is a calm, constructive reflection with no profanity, threats, or hate speech.",1,3
117,18,comment,17,A,ALLOW,"The comment is polite, supportive, and offers constructive advice without any insults or harsh language.",1,3
117,18,comment,17,B,ALLOW,The comment is respectful and contributes positively to the discussion without any personal attacks or profanity.,1,3
117,18,comment,17,C,ALLOW,"The comment is calm and constructive, with no threats, insults, or hate speech, fully allowed under minimal regulation.",1,3
118,18,comment,18,A,ALLOW,Polite and encouraging comment without any insult or negative tone.,1,1
118,18,comment,18,B,ALLOW,Positive and supportive comment that contributes no conflict or harshness.,1,1
118,18,comment,18,C,ALLOW,Friendly and respectful comment with no profanity or threats.,1,1
119,18,comment,19,A,BLOCK,직접적인 폭력 암시 표현으로 인한 위협으로 판단되어 차단.,5,1
119,18,comment,19,B,BLOCK,폭력 위협 표현으로 명백한 위협에 해당하여 차단.,5,1
119,18,comment,19,C,BLOCK,명백한 폭력 위협 표현으로 차단 대상임.,5,1
120,18,comment,20,A,ALLOW,Polite and positive comment without any insults or negative tone.,1,1
120,18,comment,20,B,ALLOW,No personal attacks or hate speech; comment is respectful and constructive.,1,1
120,18,comment,20,C,ALLOW,"Comment is polite and positive, no threats or hateful content.",1,1
121,19,post,0,A,ALLOW,The comment is a polite expression of inconvenience without insults or hate speech.,2,2
121,19,post,0,B,ALLOW,The comment expresses mild inconvenience without personal attacks or profanity.,2,2
121,19,post,0,C,ALLOW,"The comment is a mild complaint without any threats, insults, or hate speech.",2,2
122,19,comment,1,A,ALLOW,"The comment is a neutral statement without insult, profanity, or targeted criticism.",1,1
122,19,comment,1,B,ALLOW,"The comment is neutral and does not contain any personal attack, hate speech, or profanity.",1,1
122,19,comment,1,C,ALLOW,The comment is a simple factual statement without any hostility or harmful content.,1,1
123,20,post,0,A,ALLOW,"The comment is a poetic reflection on love without any insults, profanity, or personal attacks, fitting the criteria for polite and neutral content.",1,2
123,20,post,0,B,ALLOW,"The comment expresses personal feelings and reflections without harsh language or direct attacks, contributing emotional expression without violating rules.",1,2
123,20,post,0,C,ALLOW,"The comment is a personal, emotional narrative with no threats, hate speech, or insults, fully allowed under minimal regulation policy.",1,2
124,20,comment,1,A,ALLOW,"'응디'는 직접적인 욕설이나 모욕이 아니며, 무례하지 않은 짧은 반응어로 판단됨.",2,1
124,20,comment,1,B,ALLOW,"'응디'는 공격적 표현이나 혐오 발언이 아니며, 토론에 큰 기여는 없으나 허용됨.",2,1
124,20,comment,1,C,ALLOW,표현의 자유 범위 내에서 무해한 짧은 반응어로 판단되어 허용됨.,2,1
125,20,comment,2,A,ALLOW,"단어가 모욕적이거나 비하적이지 않고, 명확한 비판이나 욕설이 없으므로 허용.",1,1
125,20,comment,2,B,ALLOW,내용이 비판이나 욕설이 아니며 토론 가치가 낮지만 문제 없음.,1,1
125,20,comment,2,C,ALLOW,표현의 자유 범위 내에서 문제되는 요소가 없으므로 허용.,1,1
126,20,comment,3,A,BLOCK,'바보'는 직접적인 인신공격 표현으로 간주되어 차단 대상입니다.,4,1
126,20,comment,3,B,BLOCK,'바보'는 특정 개인에 대한 명백한 인신공격으로 차단됩니다.,4,1
126,20,comment,3,C,WARN_AND_ALLOW,'바보'는 명백한 위협이나 증오 표현은 아니지만 모욕적 언어로 경고 후 허용됩니다.,4,1
